57.40	 33.30	 24.60
56.20	 32.70	 25.30
56.40	 32.40	 26.80
55.20	 32.20	 27.30
54.70	 32.20	 27.70
54.10	 33.40	 28.30
53.50	 33.40	 27.40
53.50	 32.20	 26.70
53.20	 33.40	 27.00
53.10	 33.90	 26.70
54.00	 33.30	 25.90
53.40	 33.90	 27.00
54.10	 33.70	 26.70
53.10	 34.30	 26.20
53.50	 33.10	 25.90
54.00	 33.40	 26.70
53.20	 34.00	 26.70
53.40	 33.90	 26.40
53.10	 33.70	 26.70
52.80	 34.30	 26.70
52.50	 34.00	 25.80
52.80	 34.80	 25.80
52.90	 35.20	 25.60
52.20	 34.60	 25.30
52.80	 34.80	 25.60
52.50	 34.00	 25.30
52.80	 34.60	 25.90
53.10	 34.30	 26.20
52.90	 33.70	 26.50
52.00	 34.00	 27.40
52.50	 33.40	 28.00
52.00	 33.40	 27.60
51.70	 33.00	 28.50
51.10	 33.30	 28.20
51.60	 33.00	 28.60
50.80	 33.30	 28.30
50.50	 33.10	 29.40
50.20	 33.90	 28.50
49.90	 33.00	 29.20
50.20	 33.30	 29.80
50.10	 32.40	 30.70
49.90	 33.00	 30.40
49.80	 31.90	 31.00
49.30	 31.50	 31.50
49.60	 32.10	 32.10
49.30	 30.90	 31.80
48.70	 31.00	 31.80
49.60	 31.00	 31.90
49.90	 30.60	 32.20
50.10	 29.80	 32.70
49.50	 31.90	 33.00
49.80	 30.30	 33.10
49.20	 29.70	 33.60
49.00	 30.60	 33.90
48.40	 30.00	 33.60
48.60	 29.80	 33.10
49.00	 29.40	 33.10
48.70	 30.00	 33.10
48.10	 30.70	 34.00
48.90	 29.20	 33.60
48.70	 29.80	 34.00
49.30	 27.90	 34.20
49.00	 28.50	 34.80
48.40	 28.00	 35.40
46.60	 27.90	 34.80
47.10	 28.50	 35.50
47.80	 28.80	 36.30
47.40	 28.20	 34.80
47.50	 28.00	 35.10
46.80	 27.90	 36.30
46.90	 26.10	 36.30
46.90	 25.90	 36.30
45.60	 25.30	 36.90
46.30	 26.10	 37.90
46.30	 24.60	 38.40
46.00	 24.30	 37.30
44.80	 24.60	 38.50
44.10	 24.00	 38.80
44.70	 23.50	 39.10
44.10	 22.50	 39.30
44.10	 21.70	 39.70
43.80	 21.00	 40.00
43.80	 21.70	 40.60
43.20	 21.30	 40.50
43.30	 19.20	 40.50
43.50	 19.30	 41.40
43.00	 19.20	 41.40
43.30	 17.70	 40.80
43.20	 19.00	 41.80
42.60	 17.40	 42.40
42.40	 17.40	 41.10
43.20	 17.70	 41.70
42.30	 16.30	 42.10
42.40	 15.60	 41.70
42.30	 14.20	 42.00
42.30	 14.70	 43.00
43.60	 12.90	 43.20
43.20	 13.50	 42.40
43.00	 12.90	 43.00
42.70	 12.90	 42.70
43.20	 11.40	 42.70
42.90	 11.50	 43.30
43.60	 11.50	 42.70
42.90	 11.40	 44.20
43.30	 9.70	 43.80
42.90	 10.60	 43.60
41.70	 10.00	 42.90
42.00	 8.70	 43.60
42.10	 7.80	 43.90
41.50	 7.30	 43.80
40.90	 6.00	 43.20
40.90	 5.80	 43.90
39.60	 5.40	 43.80
39.40	 5.10	 44.40
39.30	 5.10	 43.90
40.00	 5.10	 43.90
38.40	 4.20	 43.90
38.20	 3.30	 43.20
38.40	 3.10	 44.10
36.40	 2.40	 43.60
37.60	 1.80	 43.20
36.90	 0.90	 43.20
36.30	 0.10	 43.20
35.80	 0.00	 43.30
35.80	 -0.10	 43.60
35.20	 -0.10	 43.60
35.10	 -0.10	 43.50
34.30	 -0.60	 42.70
34.50	 -0.70	 43.20
34.60	 -1.60	 42.40
33.60	 -1.50	 42.00
33.40	 -1.90	 42.60
32.70	 -2.70	 42.00
33.10	 -4.30	 42.70
32.20	 -6.40	 41.80
32.40	 -5.20	 41.80
33.00	 -4.60	 42.00
32.80	 -6.60	 42.00
32.50	 -6.70	 42.00
32.20	 -6.00	 41.20
31.20	 -6.60	 41.20
31.90	 -7.30	 41.20
